MEMÓRIA LIMPA
Logging to logs-Random\active_learning_20250712_170701
C:\Users\Gabriel\AppData\Roaming\Python\Python313\site-packages\stable_baselines3\common\on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Encontradas 91792 imagens no pool
Using cuda device
---------------------------------
| custom/            |          |
|    iterations           | 5           |
|    time_elapsed         | 700         |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.001147322 |
|    clip_fraction        | 0.0252      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.113      |
|    explained_variance   | -0.0218     |
|    learning_rate        | 0.0001      |
|    loss                 | 1.47        |
|    n_updates            | 40          |
|    policy_gradient_loss | 0.00155     |
|    value_loss           | 1.88        |
-----------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 622         |
|    mean_confidence      | 0.604       |
|    mean_entropy         | 0.741       |
| rollout/                |             |
|    ep_len_mean          | 628         |
|    ep_rew_mean          | 185         |
| time/                   |             |
|    fps                  | 14          |
|    iterations           | 6           |
|    time_elapsed         | 846         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.065968454 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.33       |
|    explained_variance   | 0.694       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.627       |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0087     |
|    value_loss           | 2.14        |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 135          |
|    mean_confidence      | 0.59         |
|    mean_entropy         | 0.742        |
| rollout/                |              |
|    ep_len_mean          | 143          |
|    ep_rew_mean          | 42.9         |
| time/                   |              |
|    fps                  | 14           |
|    iterations           | 7            |
|    time_elapsed         | 989          |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0054246783 |
|    clip_fraction        | 0.000928     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0161      |
|    explained_variance   | -0.11        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.07         |
|    n_updates            | 60           |
|    policy_gradient_loss | 0.000965     |
|    value_loss           | 3            |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 647          |
|    mean_confidence      | 0.597        |
|    mean_entropy         | 0.752        |
| rollout/                |              |
|    ep_len_mean          | 655          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 14           |
|    iterations           | 8            |
|    time_elapsed         | 1133         |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0061675687 |
|    clip_fraction        | 0.0349       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.194       |
|    explained_variance   | 0.886        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.54         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00197     |
|    value_loss           | 2.69         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 168           |
|    mean_confidence      | 0.615         |
|    mean_entropy         | 0.723         |
| rollout/                |               |
|    ep_len_mean          | 175           |
|    ep_rew_mean          | 51            |
| time/                   |               |
|    fps                  | 14            |
|    iterations           | 9             |
|    time_elapsed         | 1277          |
|    total_timesteps      | 18432         |
| train/                  |               |
|    approx_kl            | 3.8646278e-05 |
|    clip_fraction        | 0.000732      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000803     |
|    explained_variance   | -0.726        |
|    learning_rate        | 0.0001        |
|    loss                 | 2.02          |
|    n_updates            | 80            |
|    policy_gradient_loss | -5.79e-05     |
|    value_loss           | 3.31          |
-------------------------------------------
Eval num_timesteps=20000, episode_reward=286.87 +/- 3.63
Episode length: 946.00 +/- 0.00
------------------------------------------
| custom/                 |              |
|    images_selected      | 559          |
|    mean_confidence      | 0.595        |
|    mean_entropy         | 0.736        |
| eval/                   |              |
|    mean_ep_length       | 946          |
|    mean_reward          | 287          |
| time/                   |              |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0001937544 |
|    clip_fraction        | 0.015        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.169       |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.45         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.000173    |
|    value_loss           | 2.6          |
------------------------------------------
New best mean reward!
---------------------------------
| custom/            |          |
|    images_selected | 120      |
|    mean_confidence | 0.635    |
|    mean_entropy    | 0.732    |
| rollout/           |          |
|    ep_len_mean     | 108      |
|    ep_rew_mean     | 32.7     |
| time/              |          |
|    fps             | 10       |
|    iterations      | 10       |
|    time_elapsed    | 1920     |
|    total_timesteps | 20480    |
---------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 632       |
|    mean_confidence      | 0.612     |
|    mean_entropy         | 0.74      |
| rollout/                |           |
|    ep_len_mean          | 620       |
|    ep_rew_mean          | 186       |
| time/                   |           |
|    fps                  | 10        |
|    iterations           | 11        |
|    time_elapsed         | 2060      |
|    total_timesteps      | 22528     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.000185 |
|    explained_variance   | -0.0762   |
|    learning_rate        | 0.0001    |
|    loss                 | 1.85      |
|    n_updates            | 100       |
|    policy_gradient_loss | -2.58e-06 |
|    value_loss           | 4.55      |
---------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 160           |
|    mean_confidence      | 0.617         |
|    mean_entropy         | 0.747         |
| rollout/                |               |
|    ep_len_mean          | 146           |
|    ep_rew_mean          | 45.2          |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 12            |
|    time_elapsed         | 2199          |
|    total_timesteps      | 24576         |
| train/                  |               |
|    approx_kl            | 5.0349627e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000517     |
|    explained_variance   | 0.38          |
|    learning_rate        | 0.0001        |
|    loss                 | 1.83          |
|    n_updates            | 110           |
|    policy_gradient_loss | -9.67e-08     |
|    value_loss           | 4.23          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 672          |
|    mean_confidence      | 0.613        |
|    mean_entropy         | 0.739        |
| rollout/                |              |
|    ep_len_mean          | 658          |
|    ep_rew_mean          | 198          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 13           |
|    time_elapsed         | 2337         |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0020673745 |
|    clip_fraction        | 0.0166       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.162       |
|    explained_variance   | 0.971        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.6          |
|    n_updates            | 120          |
|    policy_gradient_loss | 0.000948     |
|    value_loss           | 3.1          |
------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 196       |
|    mean_confidence      | 0.607     |
|    mean_entropy         | 0.763     |
| rollout/                |           |
|    ep_len_mean          | 174       |
|    ep_rew_mean          | 53.3      |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 14        |
|    time_elapsed         | 2474      |
|    total_timesteps      | 28672     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.000827 |
|    explained_variance   | 0.574     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.228     |
|    n_updates            | 130       |
|    policy_gradient_loss | -9.49e-07 |
|    value_loss           | 3.95      |
---------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 708          |
|    mean_confidence      | 0.603        |
|    mean_entropy         | 0.755        |
| rollout/                |              |
|    ep_len_mean          | 686          |
|    ep_rew_mean          | 212          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 15           |
|    time_elapsed         | 2614         |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0033458222 |
|    clip_fraction        | 0.0204       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.161       |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0001       |
|    loss                 | 0.232        |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00184     |
|    value_loss           | 2.62         |
------------------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 248       |
|    mean_confidence      | 0.593     |
|    mean_entropy         | 0.759     |
| rollout/                |           |
|    ep_len_mean          | 222       |
|    ep_rew_mean          | 69.4      |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 16        |
|    time_elapsed         | 2751      |
|    total_timesteps      | 32768     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.000168 |
|    explained_variance   | 0.528     |
|    learning_rate        | 0.0001    |
|    loss                 | 4.66      |
|    n_updates            | 150       |
|    policy_gradient_loss | -1.84e-07 |
|    value_loss           | 3.46      |
---------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 760          |
|    mean_confidence      | 0.604        |
|    mean_entropy         | 0.761        |
| rollout/                |              |
|    ep_len_mean          | 734          |
|    ep_rew_mean          | 224          |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 17           |
|    time_elapsed         | 2888         |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0022798583 |
|    clip_fraction        | 0.0184       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.112       |
|    explained_variance   | 0.984        |
|    learning_rate        | 0.0001       |
|    loss                 | 4.37         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.000634    |
|    value_loss           | 3.58         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 304           |
|    mean_confidence      | 0.581         |
|    mean_entropy         | 0.756         |
| rollout/                |               |
|    ep_len_mean          | 282           |
|    ep_rew_mean          | 86.2          |
| time/                   |               |
|    fps                  | 12            |
|    iterations           | 18            |
|    time_elapsed         | 3025          |
|    total_timesteps      | 36864         |
| train/                  |               |
|    approx_kl            | 6.1118044e-10 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000154     |
|    explained_variance   | 0.511         |
|    learning_rate        | 0.0001        |
|    loss                 | 2.05          |
|    n_updates            | 170           |
|    policy_gradient_loss | 3.89e-08      |
|    value_loss           | 2.68          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 816          |
|    mean_confidence      | 0.601        |
|    mean_entropy         | 0.751        |
| rollout/                |              |
|    ep_len_mean          | 794          |
|    ep_rew_mean          | 242          |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 19           |
|    time_elapsed         | 3161         |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 4.877191e-06 |
|    clip_fraction        | 0.00454      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.107       |
|    explained_variance   | 0.989        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.307        |
|    n_updates            | 180          |
|    policy_gradient_loss | 0.000346     |
|    value_loss           | 3.13         |
------------------------------------------
Eval num_timesteps=40000, episode_reward=284.24 +/- 3.21
Episode length: 946.00 +/- 0.00
-------------------------------------------
| custom/                 |               |
|    images_selected      | 112           |
|    mean_confidence      | 0.606         |
|    mean_entropy         | 0.74          |
| eval/                   |               |
|    mean_ep_length       | 946           |
|    mean_reward          | 284           |
| time/                   |               |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 4.9185473e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00136      |
|    explained_variance   | 0.813         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.348         |
|    n_updates            | 190           |
|    policy_gradient_loss | 9.81e-08      |
|    value_loss           | 1.77          |
-------------------------------------------
---------------------------------
| custom/            |          |
|    images_selected | 240      |
|    mean_confidence | 0.607    |
|    mean_entropy    | 0.761    |
| rollout/           |          |
|    ep_len_mean     | 228      |
|    ep_rew_mean     | 68.5     |
| time/              |          |
|    fps             | 10       |
|    iterations      | 20       |
|    time_elapsed    | 3771     |
|    total_timesteps | 40960    |
---------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 752           |
|    mean_confidence      | 0.608         |
|    mean_entropy         | 0.744         |
| rollout/                |               |
|    ep_len_mean          | 740           |
|    ep_rew_mean          | 228           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 21            |
|    time_elapsed         | 3906          |
|    total_timesteps      | 43008         |
| train/                  |               |
|    approx_kl            | 2.3670887e-05 |
|    clip_fraction        | 0.00479       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.113        |
|    explained_variance   | 0.993         |
|    learning_rate        | 0.0001        |
|    loss                 | 2.23          |
|    n_updates            | 200           |
|    policy_gradient_loss | 0.000962      |
|    value_loss           | 3.69          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 300          |
|    mean_confidence      | 0.612        |
|    mean_entropy         | 0.747        |
| rollout/                |              |
|    ep_len_mean          | 283          |
|    ep_rew_mean          | 85.4         |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 22           |
|    time_elapsed         | 4040         |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 5.820766e-10 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.000184    |
|    explained_variance   | 0.808        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.73         |
|    n_updates            | 210          |
|    policy_gradient_loss | 3.91e-08     |
|    value_loss           | 1.9          |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 811           |
|    mean_confidence      | 0.615         |
|    mean_entropy         | 0.747         |
| rollout/                |               |
|    ep_len_mean          | 795           |
|    ep_rew_mean          | 236           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 23            |
|    time_elapsed         | 4174          |
|    total_timesteps      | 47104         |
| train/                  |               |
|    approx_kl            | 0.00070454046 |
|    clip_fraction        | 0.0062        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.12         |
|    explained_variance   | 0.991         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.584         |
|    n_updates            | 220           |
|    policy_gradient_loss | 0.000677      |
|    value_loss           | 3.12          |
-------------------------------------------
----------------------------------------
| custom/                 |            |
|    images_selected      | 323        |
|    mean_confidence      | 0.61       |
|    mean_entropy         | 0.74       |
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 90.8       |
| time/                   |            |
|    fps                  | 11         |
|    iterations           | 24         |
|    time_elapsed         | 4311       |
|    total_timesteps      | 49152      |
| train/                  |            |
|    approx_kl            | 0.18566772 |
|    clip_fraction        | 0.00425    |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.0262    |
|    explained_variance   | 0.532      |
|    learning_rate        | 0.0001     |
|    loss                 | 0.487      |
|    n_updates            | 230        |
|    policy_gradient_loss | 0.000887   |
|    value_loss           | 2.41       |
----------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 829          |
|    mean_confidence      | 0.604        |
|    mean_entropy         | 0.739        |
| rollout/                |              |
|    ep_len_mean          | 812          |
|    ep_rew_mean          | 245          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 25           |
|    time_elapsed         | 4453         |
|    total_timesteps      | 51200        |
| train/                  |              |
|    approx_kl            | 0.0011083612 |
|    clip_fraction        | 0.0152       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.21        |
|    explained_variance   | 0.992        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.46         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.000716    |
|    value_loss           | 3.55         |
------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 374         |
|    mean_confidence      | 0.595       |
|    mean_entropy         | 0.727       |
| rollout/                |             |
|    ep_len_mean          | 340         |
|    ep_rew_mean          | 102         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 26          |
|    time_elapsed         | 4590        |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.008859662 |
|    clip_fraction        | 0.00791     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.0276     |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0001      |
|    loss                 | 1.27        |
|    n_updates            | 250         |
|    policy_gradient_loss | 0.000827    |
|    value_loss           | 1.71        |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 881           |
|    mean_confidence      | 0.612         |
|    mean_entropy         | 0.741         |
| rollout/                |               |
|    ep_len_mean          | 852           |
|    ep_rew_mean          | 258           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 27            |
|    time_elapsed         | 4728          |
|    total_timesteps      | 55296         |
| train/                  |               |
|    approx_kl            | 7.6408774e-05 |
|    clip_fraction        | 0.00127       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.131        |
|    explained_variance   | 0.992         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.751         |
|    n_updates            | 260           |
|    policy_gradient_loss | 0.000175      |
|    value_loss           | 2.96          |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 426           |
|    mean_confidence      | 0.615         |
|    mean_entropy         | 0.736         |
| rollout/                |               |
|    ep_len_mean          | 390           |
|    ep_rew_mean          | 118           |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 28            |
|    time_elapsed         | 4861          |
|    total_timesteps      | 57344         |
| train/                  |               |
|    approx_kl            | 0.00015723697 |
|    clip_fraction        | 0.00376       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0205       |
|    explained_variance   | 0.913         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.876         |
|    n_updates            | 270           |
|    policy_gradient_loss | 0.00079       |
|    value_loss           | 1.28          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 915         |
|    mean_confidence      | 0.607       |
|    mean_entropy         | 0.738       |
| rollout/                |             |
|    ep_len_mean          | 902         |
|    ep_rew_mean          | 271         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 29          |
|    time_elapsed         | 4995        |
|    total_timesteps      | 59392       |
| train/                  |             |
|    approx_kl            | 0.001980601 |
|    clip_fraction        | 0.0137      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.123      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0001      |
|    loss                 | 1.25        |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.000126    |
|    value_loss           | 2.9         |
-----------------------------------------
Eval num_timesteps=60000, episode_reward=291.20 +/- 6.10
Episode length: 946.00 +/- 0.00
-------------------------------------------
| custom/                 |               |
|    images_selected      | 110           |
|    mean_confidence      | 0.596         |
|    mean_entropy         | 0.768         |
| eval/                   |               |
|    mean_ep_length       | 946           |
|    mean_reward          | 291           |
| time/                   |               |
|    total_timesteps      | 60000         |
| train/                  |               |
|    approx_kl            | 0.00062641955 |
|    clip_fraction        | 0.0111        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0794       |
|    explained_variance   | 0.984         |
|    learning_rate        | 0.0001        |
|    loss                 | 2.44          |
|    n_updates            | 290           |
|    policy_gradient_loss | -0.00014      |
|    value_loss           | 1.43          |
-------------------------------------------
New best mean reward!
---------------------------------
| custom/            |          |
|    images_selected | 360      |
|    mean_confidence | 0.6      |
|    mean_entropy    | 0.748    |
| rollout/           |          |
|    ep_len_mean     | 348      |
|    ep_rew_mean     | 107      |
| time/              |          |
|    fps             | 10       |
|    iterations      | 30       |
|    time_elapsed    | 5609     |
|    total_timesteps | 61440    |
---------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 821          |
|    mean_confidence      | 0.602        |
|    mean_entropy         | 0.742        |
| rollout/                |              |
|    ep_len_mean          | 860          |
|    ep_rew_mean          | 247          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 31           |
|    time_elapsed         | 5745         |
|    total_timesteps      | 63488        |
| train/                  |              |
|    approx_kl            | 0.0018529897 |
|    clip_fraction        | 0.00552      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0996      |
|    explained_variance   | 0.996        |
|    learning_rate        | 0.0001       |
|    loss                 | 9.09         |
|    n_updates            | 300          |
|    policy_gradient_loss | 0.000838     |
|    value_loss           | 3.49         |
------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 295         |
|    mean_confidence      | 0.615       |
|    mean_entropy         | 0.745       |
| rollout/                |             |
|    ep_len_mean          | 281         |
|    ep_rew_mean          | 85.2        |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 32          |
|    time_elapsed         | 5884        |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.008893081 |
|    clip_fraction        | 0.0531      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.252      |
|    explained_variance   | 0.924       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.616       |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00343    |
|    value_loss           | 1.03        |
-----------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 789         |
|    mean_confidence      | 0.621       |
|    mean_entropy         | 0.738       |
| rollout/                |             |
|    ep_len_mean          | 793         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 33          |
|    time_elapsed         | 6025        |
|    total_timesteps      | 67584       |
| train/                  |             |
|    approx_kl            | 0.006367176 |
|    clip_fraction        | 0.0311      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.282      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0001      |
|    loss                 | 1.35        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00227    |
|    value_loss           | 2.13        |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 276          |
|    mean_confidence      | 0.622        |
|    mean_entropy         | 0.739        |
| rollout/                |              |
|    ep_len_mean          | 260          |
|    ep_rew_mean          | 78.8         |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 34           |
|    time_elapsed         | 6160         |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0075235288 |
|    clip_fraction        | 0.0274       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.116       |
|    explained_variance   | 0.939        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0598       |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00272     |
|    value_loss           | 0.916        |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 780          |
|    mean_confidence      | 0.616        |
|    mean_entropy         | 0.747        |
| rollout/                |              |
|    ep_len_mean          | 772          |
|    ep_rew_mean          | 229          |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 35           |
|    time_elapsed         | 6300         |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0025659767 |
|    clip_fraction        | 0.0318       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.259       |
|    explained_variance   | 0.997        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.331        |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00445     |
|    value_loss           | 2.12         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 276           |
|    mean_confidence      | 0.608         |
|    mean_entropy         | 0.731         |
| rollout/                |               |
|    ep_len_mean          | 275           |
|    ep_rew_mean          | 83.4          |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 36            |
|    time_elapsed         | 6436          |
|    total_timesteps      | 73728         |
| train/                  |               |
|    approx_kl            | 0.00025106876 |
|    clip_fraction        | 0.00801       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0426       |
|    explained_variance   | 0.957         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.0826        |
|    n_updates            | 350           |
|    policy_gradient_loss | 0.000221      |
|    value_loss           | 1.03          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 787         |
|    mean_confidence      | 0.607       |
|    mean_entropy         | 0.747       |
| rollout/                |             |
|    ep_len_mean          | 787         |
|    ep_rew_mean          | 240         |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 37          |
|    time_elapsed         | 6573        |
|    total_timesteps      | 75776       |
| train/                  |             |
