Logging to logs-clustering\active_learning_20250628_034925
C:\Users\Gabriel\AppData\Roaming\Python\Python313\site-packages\stable_baselines3\common\on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Encontradas 93638 imagens no pool
Using cuda device
---------------------------------
| custom/            |          |
Eval num_timesteps=20000, episode_reward=295.23 +/- 6.79
Episode length: 945.00 +/- 0.00
-------------------------------------------
| custom/                 |               |
|    images_selected      | 569           |
|    mean_confidence      | 5.24          |
|    mean_entropy         | 6.61          |
| eval/                   |               |
|    mean_ep_length       | 945           |
|    mean_reward          | 295           |
| time/                   |               |
|    total_timesteps      | 20000         |
| train/                  |               |
|    approx_kl            | 0.00067181507 |
|    clip_fraction        | 0.0221        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.204        |
|    explained_variance   | 0.884         |
|    learning_rate        | 0.0001        |
|    loss                 | 2.27          |
|    n_updates            | 90            |
|    policy_gradient_loss | 0.00133       |
|    value_loss           | 3.4           |
-------------------------------------------
New best mean reward!
---------------------------------
| custom/            |          |
|    images_selected | 120      |
|    mean_confidence | 34.9     |
|    mean_entropy    | 43.8     |
| rollout/           |          |
|    ep_len_mean     | 108      |
|    ep_rew_mean     | 1.98e+03 |
| time/              |          |
|    fps             | 11       |
|    iterations      | 10       |
|    time_elapsed    | 1853     |
|    total_timesteps | 20480    |
---------------------------------
---------------------------------------
| custom/                 |           |
|    images_selected      | 632       |
|    mean_confidence      | 7.1       |
|    mean_entropy         | 8.94      |
| rollout/                |           |
|    ep_len_mean          | 620       |
|    ep_rew_mean          | 2.14e+03  |
| time/                   |           |
|    fps                  | 11        |
|    iterations           | 11        |
|    time_elapsed         | 1986      |
|    total_timesteps      | 22528     |
| train/                  |           |
|    approx_kl            | 0.0       |
|    clip_fraction        | 0         |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.000236 |
|    explained_variance   | -2.23     |
|    learning_rate        | 0.0001    |
|    loss                 | 11.6      |
|    n_updates            | 100       |
|    policy_gradient_loss | -1.03e-06 |
|    value_loss           | 5.33      |
---------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 145           |
|    mean_confidence      | 33.1          |
|    mean_entropy         | 41.6          |
| rollout/                |               |
|    ep_len_mean          | 136           |
|    ep_rew_mean          | 2.28e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 12            |
|    time_elapsed         | 2118          |
|    total_timesteps      | 24576         |
| train/                  |               |
|    approx_kl            | 1.4973921e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0014       |
|    explained_variance   | -2.7          |
|    learning_rate        | 0.0001        |
|    loss                 | 1.16          |
|    n_updates            | 110           |
|    policy_gradient_loss | -3.07e-05     |
|    value_loss           | 4.07          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 657         |
|    mean_confidence      | 7.77        |
|    mean_entropy         | 9.76        |
| rollout/                |             |
|    ep_len_mean          | 648         |
|    ep_rew_mean          | 2.44e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 13          |
|    time_elapsed         | 2253        |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.005479772 |
|    clip_fraction        | 0.031       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.195      |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0001      |
|    loss                 | 0.768       |
|    n_updates            | 120         |
|    policy_gradient_loss | 0.000185    |
|    value_loss           | 4.03        |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 178          |
|    mean_confidence      | 30.3         |
|    mean_entropy         | 38.2         |
| rollout/                |              |
|    ep_len_mean          | 162          |
|    ep_rew_mean          | 2.58e+03     |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 14           |
|    time_elapsed         | 2388         |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 9.895302e-10 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.00151     |
|    explained_variance   | -1.73        |
|    learning_rate        | 0.0001       |
|    loss                 | 5.17         |
|    n_updates            | 130          |
|    policy_gradient_loss | -3.39e-06    |
|    value_loss           | 4.44         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 690           |
|    mean_confidence      | 8.27          |
|    mean_entropy         | 10.4          |
| rollout/                |               |
|    ep_len_mean          | 674           |
|    ep_rew_mean          | 2.74e+03      |
| time/                   |               |
|    fps                  | 12            |
|    iterations           | 15            |
|    time_elapsed         | 2518          |
|    total_timesteps      | 30720         |
| train/                  |               |
|    approx_kl            | 0.00041875226 |
|    clip_fraction        | 0.0293        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.173        |
|    explained_variance   | 0.949         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.385         |
|    n_updates            | 140           |
|    policy_gradient_loss | -0.0012       |
|    value_loss           | 3.49          |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 224           |
|    mean_confidence      | 26.8          |
|    mean_entropy         | 33.8          |
| rollout/                |               |
|    ep_len_mean          | 206           |
|    ep_rew_mean          | 2.89e+03      |
| time/                   |               |
|    fps                  | 12            |
|    iterations           | 16            |
|    time_elapsed         | 2651          |
|    total_timesteps      | 32768         |
| train/                  |               |
|    approx_kl            | 4.7439244e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000691     |
|    explained_variance   | -3.65         |
|    learning_rate        | 0.0001        |
|    loss                 | 1.76          |
|    n_updates            | 150           |
|    policy_gradient_loss | 2.76e-07      |
|    value_loss           | 4.06          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 736          |
|    mean_confidence      | 8.59         |
|    mean_entropy         | 10.8         |
| rollout/                |              |
|    ep_len_mean          | 718          |
|    ep_rew_mean          | 3.05e+03     |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 17           |
|    time_elapsed         | 2791         |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0032502657 |
|    clip_fraction        | 0.0121       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.149       |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0001       |
|    loss                 | 5.85         |
|    n_updates            | 160          |
|    policy_gradient_loss | 5.98e-06     |
|    value_loss           | 4.08         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 257           |
|    mean_confidence      | 25.7          |
|    mean_entropy         | 32.4          |
| rollout/                |               |
|    ep_len_mean          | 254           |
|    ep_rew_mean          | 3.2e+03       |
| time/                   |               |
|    fps                  | 12            |
|    iterations           | 18            |
|    time_elapsed         | 2945          |
|    total_timesteps      | 36864         |
| train/                  |               |
|    approx_kl            | 3.0559022e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000504     |
|    explained_variance   | -0.408        |
|    learning_rate        | 0.0001        |
|    loss                 | 3.28          |
|    n_updates            | 170           |
|    policy_gradient_loss | 7.57e-08      |
|    value_loss           | 4.37          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 769          |
|    mean_confidence      | 8.99         |
|    mean_entropy         | 11.3         |
| rollout/                |              |
|    ep_len_mean          | 766          |
|    ep_rew_mean          | 3.36e+03     |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 19           |
|    time_elapsed         | 3083         |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 0.0025780173 |
|    clip_fraction        | 0.0111       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.119       |
|    explained_variance   | 0.987        |
|    learning_rate        | 0.0001       |
|    loss                 | 3.81         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000927    |
|    value_loss           | 3.24         |
------------------------------------------
Eval num_timesteps=40000, episode_reward=294.08 +/- 2.84
Episode length: 945.00 +/- 0.00
-------------------------------------------
| custom/                 |               |
|    images_selected      | 71            |
|    mean_confidence      | 99.7          |
|    mean_entropy         | 126           |
| eval/                   |               |
|    mean_ep_length       | 945           |
|    mean_reward          | 294           |
| time/                   |               |
|    total_timesteps      | 40000         |
| train/                  |               |
|    approx_kl            | 1.0477379e-09 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000802     |
|    explained_variance   | 0.789         |
|    learning_rate        | 0.0001        |
|    loss                 | 3.75          |
|    n_updates            | 190           |
|    policy_gradient_loss | -2.94e-06     |
|    value_loss           | 2.46          |
-------------------------------------------
---------------------------------
| custom/            |          |
|    images_selected | 240      |
|    mean_confidence | 34.8     |
|    mean_entropy    | 43.9     |
| rollout/           |          |
|    ep_len_mean     | 228      |
|    ep_rew_mean     | 4.11e+03 |
| time/              |          |
|    fps             | 11       |
|    iterations      | 20       |
|    time_elapsed    | 3699     |
|    total_timesteps | 40960    |
---------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 752           |
|    mean_confidence      | 11.5          |
|    mean_entropy         | 14.5          |
| rollout/                |               |
|    ep_len_mean          | 740           |
|    ep_rew_mean          | 4.27e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 21            |
|    time_elapsed         | 3845          |
|    total_timesteps      | 43008         |
| train/                  |               |
|    approx_kl            | 0.00015600605 |
|    clip_fraction        | 0.000537      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.109        |
|    explained_variance   | 0.993         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.742         |
|    n_updates            | 200           |
|    policy_gradient_loss | 3.16e-05      |
|    value_loss           | 1.8           |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 303           |
|    mean_confidence      | 29.5          |
|    mean_entropy         | 37.3          |
| rollout/                |               |
|    ep_len_mean          | 286           |
|    ep_rew_mean          | 4.42e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 22            |
|    time_elapsed         | 3977          |
|    total_timesteps      | 45056         |
| train/                  |               |
|    approx_kl            | 2.0372681e-10 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.00016      |
|    explained_variance   | 0.835         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.446         |
|    n_updates            | 210           |
|    policy_gradient_loss | 1.04e-07      |
|    value_loss           | 2.26          |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 815          |
|    mean_confidence      | 11.4         |
|    mean_entropy         | 14.3         |
| rollout/                |              |
|    ep_len_mean          | 798          |
|    ep_rew_mean          | 4.58e+03     |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 23           |
|    time_elapsed         | 4110         |
|    total_timesteps      | 47104        |
| train/                  |              |
|    approx_kl            | 0.0068781804 |
|    clip_fraction        | 0.0182       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0773      |
|    explained_variance   | 0.992        |
|    learning_rate        | 0.0001       |
|    loss                 | 2.49         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00227     |
|    value_loss           | 2.86         |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 360           |
|    mean_confidence      | 26.6          |
|    mean_entropy         | 33.5          |
| rollout/                |               |
|    ep_len_mean          | 348           |
|    ep_rew_mean          | 4.73e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 24            |
|    time_elapsed         | 4243          |
|    total_timesteps      | 49152         |
| train/                  |               |
|    approx_kl            | 9.0757385e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -3.61e-05     |
|    explained_variance   | 0.888         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.43          |
|    n_updates            | 230           |
|    policy_gradient_loss | 8.58e-06      |
|    value_loss           | 1.95          |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 872           |
|    mean_confidence      | 11.3          |
|    mean_entropy         | 14.3          |
| rollout/                |               |
|    ep_len_mean          | 860           |
|    ep_rew_mean          | 4.89e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 25            |
|    time_elapsed         | 4377          |
|    total_timesteps      | 51200         |
| train/                  |               |
|    approx_kl            | 5.0362112e-05 |
|    clip_fraction        | 0.00225       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0643       |
|    explained_variance   | 0.996         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.238         |
|    n_updates            | 240           |
|    policy_gradient_loss | 0.000281      |
|    value_loss           | 3.93          |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 429           |
|    mean_confidence      | 23.7          |
|    mean_entropy         | 29.9          |
| rollout/                |               |
|    ep_len_mean          | 416           |
|    ep_rew_mean          | 5.04e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 26            |
|    time_elapsed         | 4509          |
|    total_timesteps      | 53248         |
| train/                  |               |
|    approx_kl            | 0.00018871634 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.000637     |
|    explained_variance   | 0.973         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.228         |
|    n_updates            | 250           |
|    policy_gradient_loss | -3.29e-05     |
|    value_loss           | 1             |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 937           |
|    mean_confidence      | 11.1          |
|    mean_entropy         | 14            |
| rollout/                |               |
|    ep_len_mean          | 928           |
|    ep_rew_mean          | 5.21e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 27            |
|    time_elapsed         | 4641          |
|    total_timesteps      | 55296         |
| train/                  |               |
|    approx_kl            | 0.00029844756 |
|    clip_fraction        | 0.00483       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0417       |
|    explained_variance   | 0.995         |
|    learning_rate        | 0.0001        |
|    loss                 | 5.09          |
|    n_updates            | 260           |
|    policy_gradient_loss | 0.00135       |
|    value_loss           | 3.56          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 495         |
|    mean_confidence      | 21.8        |
|    mean_entropy         | 27.5        |
| rollout/                |             |
|    ep_len_mean          | 487         |
|    ep_rew_mean          | 5.36e+03    |
| time/                   |             |
|    fps                  | 12          |
|    iterations           | 28          |
|    time_elapsed         | 4773        |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.017794326 |
|    clip_fraction        | 0.0641      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.1        |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.44        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0123     |
|    value_loss           | 1.2         |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 3            |
|    mean_confidence      | 3.69e+03     |
|    mean_entropy         | 4.66e+03     |
| rollout/                |              |
|    ep_len_mean          | 708          |
|    ep_rew_mean          | 5.3e+03      |
| time/                   |              |
|    fps                  | 12           |
|    iterations           | 29           |
|    time_elapsed         | 4907         |
|    total_timesteps      | 59392        |
| train/                  |              |
|    approx_kl            | 8.790812e-07 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0184      |
|    explained_variance   | 0.983        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.382        |
|    n_updates            | 280          |
|    policy_gradient_loss | -3.51e-05    |
|    value_loss           | 3.15         |
------------------------------------------
Eval num_timesteps=60000, episode_reward=295.38 +/- 2.49
Episode length: 945.00 +/- 0.00
------------------------------------------
| custom/                 |              |
|    images_selected      | 154          |
|    mean_confidence      | 72.5         |
|    mean_entropy         | 91.5         |
| eval/                   |              |
|    mean_ep_length       | 945          |
|    mean_reward          | 295          |
| time/                   |              |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0027484815 |
|    clip_fraction        | 0.0245       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.215       |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.288        |
|    n_updates            | 290          |
|    policy_gradient_loss | 0.000436     |
|    value_loss           | 1.19         |
------------------------------------------
New best mean reward!
---------------------------------
| custom/            |          |
|    images_selected | 360      |
|    mean_confidence | 34.7     |
|    mean_entropy    | 43.8     |
| rollout/           |          |
|    ep_len_mean     | 348      |
|    ep_rew_mean     | 6.26e+03 |
| time/              |          |
|    fps             | 11       |
|    iterations      | 30       |
|    time_elapsed    | 5513     |
|    total_timesteps | 61440    |
---------------------------------
--------------------------------------
| custom/                 |          |
|    images_selected      | 867      |
|    mean_confidence      | 14.7     |
|    mean_entropy         | 18.5     |
| rollout/                |          |
|    ep_len_mean          | 860      |
|    ep_rew_mean          | 6.41e+03 |
| time/                   |          |
|    fps                  | 11       |
|    iterations           | 31       |
|    time_elapsed         | 5646     |
|    total_timesteps      | 63488    |
| train/                  |          |
|    approx_kl            | 0.0      |
|    clip_fraction        | 0        |
|    clip_range           | 0.2      |
|    entropy_loss         | -2.9e-06 |
|    explained_variance   | 0.693    |
|    learning_rate        | 0.0001   |
|    loss                 | 1.92     |
|    n_updates            | 300      |
|    policy_gradient_loss | 2.1e-08  |
|    value_loss           | 5.8      |
--------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 414         |
|    mean_confidence      | 31.7        |
|    mean_entropy         | 40          |
| rollout/                |             |
|    ep_len_mean          | 398         |
|    ep_rew_mean          | 6.57e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 32          |
|    time_elapsed         | 5780        |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.007896166 |
|    clip_fraction        | 0.00532     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.0448     |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.128       |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00069    |
|    value_loss           | 1.25        |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 915           |
|    mean_confidence      | 14.5          |
|    mean_entropy         | 18.3          |
| rollout/                |               |
|    ep_len_mean          | 910           |
|    ep_rew_mean          | 6.72e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 33            |
|    time_elapsed         | 5916          |
|    total_timesteps      | 67584         |
| train/                  |               |
|    approx_kl            | 0.00016946087 |
|    clip_fraction        | 0.00161       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0987       |
|    explained_variance   | 0.996         |
|    learning_rate        | 0.0001        |
|    loss                 | 6.15          |
|    n_updates            | 320           |
|    policy_gradient_loss | 0.000147      |
|    value_loss           | 3.98          |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    images_selected      | 460         |
|    mean_confidence      | 29.8        |
|    mean_entropy         | 37.6        |
| rollout/                |             |
|    ep_len_mean          | 439         |
|    ep_rew_mean          | 6.87e+03    |
| time/                   |             |
|    fps                  | 11          |
|    iterations           | 34          |
|    time_elapsed         | 6051        |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.023636244 |
|    clip_fraction        | 0.0883      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.191      |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0001      |
|    loss                 | 0.545       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00178    |
|    value_loss           | 1.27        |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    images_selected      | 914           |
|    mean_confidence      | 14.4          |
|    mean_entropy         | 18.2          |
| rollout/                |               |
|    ep_len_mean          | 951           |
|    ep_rew_mean          | 7.02e+03      |
| time/                   |               |
|    fps                  | 11            |
|    iterations           | 35            |
|    time_elapsed         | 6186          |
|    total_timesteps      | 71680         |
| train/                  |               |
|    approx_kl            | 2.5381683e-05 |
|    clip_fraction        | 0.000439      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0863       |
|    explained_variance   | 0.995         |
|    learning_rate        | 0.0001        |
|    loss                 | 0.502         |
|    n_updates            | 340           |
|    policy_gradient_loss | -1.45e-05     |
|    value_loss           | 0.601         |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 445          |
|    mean_confidence      | 32.2         |
|    mean_entropy         | 40.6         |
| rollout/                |              |
|    ep_len_mean          | 430          |
|    ep_rew_mean          | 7.16e+03     |
| time/                   |              |
|    fps                  | 11           |
|    iterations           | 36           |
|    time_elapsed         | 6319         |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0043398356 |
|    clip_fraction        | 0.0299       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.243       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.0908       |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00111     |
|    value_loss           | 0.773        |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    images_selected      | 921          |
|    mean_confidence      | 15.3         |
|    mean_entropy         | 19.3         |
| rollout/                |              |
